Hostname,CPU (count),RAM (GB),OSType,OSVersion,OS disk size (GB),OS disk free (GB),Primary IP,Primary Mac
DESKTOP-1I7F97S,4,4,Linux,6.6.87.2-microsoft-standard-WSL2,1007,1,172.29.241.6,00:15:5d:53:8b:a0
